URL,Ten,Gia,MoTa (nếu có),DanhMuc,Điền URL để phân biệt các nhà hàng
https://pasgo.vn/nha-hang/buffet-liberty-pasteur-1028,Vẹm Chile,100000,,Hải sản,
https://pasgo.vn/nha-hang/buffet-liberty-pasteur-1028,Mực KiKi,70000,,Hải sản,
https://pasgo.vn/nha-hang/buffet-liberty-pasteur-1028,Đầu cá hồi,80000,,Hải sản,
https://pasgo.vn/nha-hang/buffet-liberty-pasteur-1028,Vây cá hồi,70000,,Hải sản,
https://pasgo.vn/nha-hang/buffet-liberty-pasteur-1028,Hải sản thập cẩm,130000,,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Local Spicy Seafood Salad,180000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Prawn & Avocado Roulade,195000,,Roulade,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Salmon Tartare with Quail Egg,195000,,Tartare,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Tuna & Shrimp Ceviche,195000,,Ceviche,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Chicken Caesar Salad,150000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Pita Greek Salad,150000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Creamy Pumpkin Soup,95000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Seafood Bouillabaisse,150000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Prawn Bisque,105000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Clam Chowder,120000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Tôm sú chần sốt ghẹ và khoai tây nghiền,180000,,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Vẹm xanh sốt tỏi đút lò ăn kèm bánh phở giòn,150000,,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Cá tuyết áp chảo ăn kèm đậu nghiền và sốt bơ chanh,220000,,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Cá hồi xông khói ăn kèm bánh khoai tây đút lò,200000,,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Mực tẩm sốt mè nướng ăn kèm cơm gạo lứt,180000,,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Sò điệp và bạch tuộc xông khói ăn kèm đậu hầm,240000,,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Sườn cừu nướng,485000,,Món chính từ nông trại,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Thăn ngoại bò Úc nướng,550000,,Món chính từ nông trại,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Ức vịt đút lò sốt cam quế,235000,,Món chính từ nông trại,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Đùi gà nướng sốt tương ngọt,190000,,Món chính từ nông trại,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Thăn heo cuộn ba rọi nướng,235000,,Món chính từ nông trại,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Ba chỉ cuộn ngũ vị đút lò,235000,,Món chính từ nông trại,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Nui Ý sốt cà chua vị cay,145000,,Món Noodles,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Mì dẹt sốt kem và thịt xông khói,220000,,Món Noodles,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Mì cọng tròn sốt bò bằm,220000,,Món Noodles,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Mì cọng tròn xào nghêu sốt rượu,220000,,Món Noodles,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,Mì dẹt xào hải sản sốt kem húng quế,235000,,Món Noodles,
https://pasgo.vn/nha-hang/nha-hang-barbecue-garden-135a-nam-ky-khoi-nghia-quan-1-1037,"Cơm chiên theo lựa chọn từ quý khách: heo, bò, gà, hải sản và rau",165000,,Cơm,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Cam Nhật (Hamachi),58000,,Best Seller,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Ngừ Nhật (Japanese Red Tuna),58000,,Best Seller,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Hồi Nướng Sốt Tiêu (Grilled Salmon With Pepper Sauce),46000,,Best Seller,
https://pasgo.vn/nha-hang/gala-buffet-1012,Tôm Ngọt Nhật (Amaebi),68000,,Best Seller,
https://pasgo.vn/nha-hang/gala-buffet-1012,Lươn (Japanese Eel),59000,,Best Seller,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Saba Nướng Muối (Grilled Saba),78000,,Hải sản,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Saba Nướng Sốt Teriyaki,86000,,Hải sản,
https://pasgo.vn/nha-hang/gala-buffet-1012,Mực Áp Chảo Sốt Teriyaki,128000,,Hải sản,
https://pasgo.vn/nha-hang/gala-buffet-1012,Đầu Mực Xào Kim Chi,86000,,Hải sản,
https://pasgo.vn/nha-hang/gala-buffet-1012,Lươn Nhật Nướng (Grilled Japanese Eel),159000,,Hải sản,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cuộn Cá Hồi Nướng Phủ Cheese,169000,,Roll,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cuộn Lươn Nhật Nướng Phủ Cheese,198000,,Roll,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cuộn Cá Hồi Nướng Sốt Tiêu,87000,,Roll,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cuộn Sò Điệp Nướng Phô Mai,125000,,Roll,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cuộn Hải Sản Chiên Xù Sốt Spicy,116000,,Roll,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cuộn Cua Lột,125000,,Roll,
https://pasgo.vn/nha-hang/gala-buffet-1012,Bánh Xèo Nhật (Okonomiyaki),86000,,Món ăn,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Hồi Nướng Muối (Grilled Salmon),95000,,Món ăn,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Hồi Nướng Sốt Teriyaki,98000,,Món ăn,
https://pasgo.vn/nha-hang/gala-buffet-1012,Bò Mỹ Cuộn Nấm Kim Châm Sốt Teriyaki,65000,,Món ăn,
https://pasgo.vn/nha-hang/gala-buffet-1012,Thịt Heo Chiên Xù (Tonkatsu Pork),68000,,Món ăn,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Hồi Nướng Teriyaki (Teriyaki Grilled Salmon),48000,,Handrolls,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Ngừ Và Bơ Sốt Spicy (Tuna & Avocado With Spicy Sauce),39000,,Handrolls,
https://pasgo.vn/nha-hang/gala-buffet-1012,Lươn Nhật Nướng và Bơ (Grilled Japanese Eel),65000,,Handrolls,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Hồi Nướng và Trứng Cá Hồi (Grilled Salmon & Salmon Roe),75000,,Handrolls,
https://pasgo.vn/nha-hang/gala-buffet-1012,Tôm Tempura (Shrimp Tempura),48000,,Handrolls,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Hồi Sốt Dynamite (Dynamite Salmon),48000,,Handrolls,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Hồi Đắp Xoài Phủ Caviar,98000,,Cuộn Sushi,
https://pasgo.vn/nha-hang/gala-buffet-1012,Lươn Phô Mai Sốt Teriyaki Mật Ong (Premium),199000,,Cuộn Sushi,
https://pasgo.vn/nha-hang/gala-buffet-1012,Da Cá Hồi Sốt Spicy,78000,,Cuộn Sushi,
https://pasgo.vn/nha-hang/gala-buffet-1012,Lươn và Phô Mai Sốt Lươn,159000,,Cuộn Sushi,
https://pasgo.vn/nha-hang/gala-buffet-1012,Tôm Tempura,87000,,Cuộn Sushi,
https://pasgo.vn/nha-hang/gala-buffet-1012,Cá Ngừ Sốt Hành Cay,65000,,Cuộn Sushi,
https://pasgo.vn/nha-hang/gala-buffet-1012,Rồng Nhân Lươn,108000,,Cuộn Sushi,
https://pasgo.vn/nha-hang/gala-buffet-1012,Tôm Tempura Đắp Xoài,79000,,Cuộn Sushi,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Súp Yến Cua Tiềm Trái Dừa,495000,,Mandarin Premium Dishes,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Bào Ngư Nhất Phẩm,1755000,,Mandarin Premium Dishes,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Bào Ngư Hải Sâm,1250000,,Mandarin Premium Dishes,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Phở Bò Cuốn,210000,,Khai Vị Lạnh,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Gỏi Cuốn Cá Nướng,210000,,Khai Vị Lạnh,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Gỏi Cuốn Tôm Thịt,210000,,Khai Vị Lạnh,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Gỏi Tôm Càng / 100gr,155000,,Khai Vị Lạnh,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Chả Giò Mandarine,220000,,Khai Vị Nóng,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Chả Giò Cua,210000,,Khai Vị Nóng,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Chả Giò Rế,210000,,Khai Vị Nóng,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Chả Giò Hải Sản Đặc Biệt,216000,,Khai Vị Nóng,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Bánh Cuốn Hấp Lá Sen,216000,,Khai Vị Nóng,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Bánh cuốn tôm áp chảo,210000,,Khai vị,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Tôm bao mía (1 cái),98000,,Khai vị,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Sò điệp Nhật xốt XO (1 con),165000,,Khai vị,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Sò điệp Nhật nướng phô mai (1 con),175000,,Khai vị,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Súp dừa hải sản chua cay,130000,,Súp,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Súp bắp gà,120000,,Súp,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Súp măng tây cua,120000,,Súp,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Súp tôm hầm kiểu Mandarine,290000,,Súp,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Gỏi đu đủ tôm thịt,218000,,Salad,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Gỏi xoài cá chiên,218000,,Salad,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Gỏi hoa chuối thịt bò,218000,,Salad,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Gỏi ngó sen tôm thịt,218000,,Salad,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,"Chả Cá Họ Đoàn - Pan Fried Fish ""Ho Đoan"" Style",310000,,Đặc sản Hà Nội,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Mực Chiên Muối Ớt,280000,,Hải sản,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Mực Nướng Sate,280000,,Hải sản,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Cua Lột Chiên Sốt Chanh,290000,,Hải sản,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Cua Lột Chiên Hành Tây,290000,,Hải sản,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Tôm Hùm Xốt Mandarine,1590000,,Hải sản,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Tôm Hùm Hấp Tỏi,1590000,,Hải sản,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Tôm Càng Xốt Me (100grm),155000,,Hải sản,
https://pasgo.vn/nha-hang/sorae-sushi-saigon-977,Tôm Càng Hấp Tỏi Hoặc Nướng (100grm),155000,,Hải sản,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,CHAWANMUSHI,88000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,CHAWANMUSHI CRAB IN D EGG,178000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,SINGAPORE FAMOUS BABY SQUID,298000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,CHICKEN SATAY,198000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,BEEF SATAY,238000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,SAMBAL LALA,178000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,SAMBAL IKAN BILIS,228000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,SAMBAL COCKLE,268000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,VIETNAMESE PRAWN SPRING ROLLS,138000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,TOFU GORENG,138000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,CRISPY UFO,148000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,CRISPY CHICKEN WINGS,208000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,PRAWN TEMPURA,278000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,CRISPY CALAMARI WITH BUTTER OAT AND CURRY LEAVES,278000,,APPETIZER,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Bún Gạo Xào Rau Củ (Chay),138000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Bún Gạo Xào Singapore,168000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Mì Mã Lai Xào Khoai Tây,168000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Mì Mã Lai Xào Hải Sản,188000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Mì Mã Lai Xào Bò Angus,208000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Mì Phúc Kiến Xào Tôm,188000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Hủ Tiếu Xào Singapore,188000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Hủ Tiếu Xào Hải Sản,188000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Mì Xào Giòn Hải Sản,188000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Bún Cari Singapore,188000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Miến Xào Thịt Cua,298000,,NOODLE,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Cơm trắng,28000,,Món phụ,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Bánh mì,28000,,Món phụ,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Bánh roti prata,38000,,Món phụ,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Cơm dừa,48000,,Món phụ,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Khoai tây chiên,68000,,Món phụ,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Cá hường biển chiên ớt đặc biệt,368000,,Hải sản,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Cá chim chiên giòn chua ngọt,398000,,Hải sản,
https://pasgo.vn/nha-hang/dynasty-house-hongkong-dimsum-and-hotpot-dong-khoi-4225,Cá chim chiên giòn ớt đặc biệt,398000,,Hải sản,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Chả giò Thái,85000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Chả cá chiên,139000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Chả tôm chiên,139000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt heo/bò tẩm nướng,87000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt bò Úc nướng,300000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Tôm tẩm bột chiên,139000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Tôm cuốn bánh tráng chiên,162000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt gà cuộn lá dứa chiên,145000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt heo nướng,125000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Chả tôm chiên xắt lát,139000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Đậu hũ chiên,75000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi tôm kiểu Thái,116000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Tôm sống ngâm nước mắm,167000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi hải sản,92000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi cá trê chiên xù,120000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi thịt heo/bò nướng,87000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi thịt heo nướng trộn thính,110000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi thịt bò nướng trộn thính,125000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi miến tôm mực,87000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi thịt heo/gà/bò bằm trộn thính,98000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi cá trê bằm trộn thính,289000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi thịt gà bằm trộn thính chiên,98000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi cá lóc chiên,98000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi đu đủ tôm khô kiểu Thái,110000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi đu đủ ba khía,98000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi đu đủ hải sản,110000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Gỏi mì Mama,191000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Salad xoài với tôm tươi sống,110000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Súp tôm chua cay,110000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Canh chua hải sản,191000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Súp gà nước cốt dừa,110000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Súp cua chua cay,549000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Canh cá chẽm chua cay,323000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Canh đậu hũ & thịt heo bằm,69000,,Soup,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt gà xào hạt điều,110000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Tôm xào chua ngọt,139000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt heo/gà/bò xào chua ngọt,110000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Trứng bắc thảo & thịt heo xào,289000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt heo chiên tiêu tỏi,289000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Tôm chiên tiêu tỏi,323000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt bò xào dầu hào,323000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Mắm ruốc rau luộc & cá chiên,323000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Thịt heo/gà/bò xào lá hương nhu,323000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Cua đút lò với miến kiểu Thái,231000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Cua xào cà ri,116000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Cua xào ớt sa tế,238000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Trứng chiên nhân thịt bằm kiểu Thái,110000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Cá lóc hấp & rau luộc,258000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Cá lóc chiên trộn gỏi xoài kiểu Thái,323000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Cá chẽm một nắng & gỏi xoài,323000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Cá chẽm xào tiêu đen,323000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sushi-kei-sc-vivocity-2526,Cá chẽm chiên tiêu tỏi,323000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Cơm trắng / Cơm tấm,5000,,Cơm,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Cơm gạo lứt,10000,,Cơm,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Cà pháo / Đồ chua / Dưa cải chua,15000,,Món phụ,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Cà tím nướng dầu hành,35000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Rau củ luộc chấm kho quẹt hay chấm chao,35000,,Rau,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Mồng tơi / Rau muống / Cải thìa xào tỏi / Đậu bắp xào sốt ớt,35000,,Rau xào,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Đậu hũ chiên dầu hành,20000,,Đậu phụ,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Đậu hũ trứng sốt me hay với muối tiêu chanh,50000,,Đậu hũ,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Đậu hũ chiên sốt nấm và sa tế / Đậu hũ chiên sả ớt,50000,,Đậu hũ,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Nấm và đậu bắp xào sốt sa tế,50000,,Nấm và đậu bắp,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Nấm bào ngư xào sả ớt,50000,,Nấm,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,"Canh mít non, tôm bằm và lá lốt",70000,,Canh,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Canh chua bông súng cá bông lau,80000,,Canh,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Canh chua tôm,65000,,Canh,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Canh nghêu rau muống,65000,,Canh,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Canh cua rau đay và cà pháo,65000,,Canh,
https://pasgo.vn/nha-hang/nha-hang-khe-zone-dong-nai-2200,Cơm cháy chấm kho quẹt và dưa leo,65000,,Cơm cháy,
